Rank,Address,Quantity,Percentage,Value,Analytics
61,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x41ed4291eac03eaffa382cdaa7c3eaa803e38faf,"666,909.01049359",0.1569%,"$2,027,403.39",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x41ed4291eac03eaffa382cdaa7c3eaa803e38faf#tokenAnalytics
62,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x9a1989946ae4249aac19ac7a038d24aab03c3d8c,"636,123",0.1497%,"$1,933,813.92",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x9a1989946ae4249aac19ac7a038d24aab03c3d8c#tokenAnalytics
63,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x72a53cdbbcc1b9efa39c834a540550e23463aacb,"624,291.30447251",0.1469%,"$1,897,845.57",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x72a53cdbbcc1b9efa39c834a540550e23463aacb#tokenAnalytics
64,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x1522900b6dafac587d499a862861c0869be6e428,"623,369.26647423",0.1467%,"$1,895,042.57",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x1522900b6dafac587d499a862861c0869be6e428#tokenAnalytics
65,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xf35a6bd6e0459a4b53a27862c51a2a7292b383d1,"609,986.61",0.1435%,"$1,854,359.29",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xf35a6bd6e0459a4b53a27862c51a2a7292b383d1#tokenAnalytics
66,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2,"603,590.57931569",0.1420%,"$1,834,915.36",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2#tokenAnalytics
67,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x0528c2c0843214a29e8b9d891e3d3e5ad75108b7,"593,898.01432736",0.1397%,"$1,805,449.96",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x0528c2c0843214a29e8b9d891e3d3e5ad75108b7#tokenAnalytics
68,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xee672576413977371d96a08aad399df3ef33051e,"578,487.04",0.1361%,"$1,758,600.60",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xee672576413977371d96a08aad399df3ef33051e#tokenAnalytics
69,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xa891b11ad4a26def2d9ac79d7f8b712dfce0668a,"500,000",0.1176%,"$1,520,000.00",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xa891b11ad4a26def2d9ac79d7f8b712dfce0668a#tokenAnalytics
70,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,"493,057.68423623",0.1160%,"$1,498,895.36",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be#tokenAnalytics
71,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xfd52b57b1e44150fc617ee97b67ae5339f0fbb8e,"491,101.46082282",0.1156%,"$1,492,948.44",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xfd52b57b1e44150fc617ee97b67ae5339f0fbb8e#tokenAnalytics
72,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x6d1896d5ad61468bd8bb7816e6705fbcd158bd9b,"473,401.87",0.1114%,"$1,439,141.68",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x6d1896d5ad61468bd8bb7816e6705fbcd158bd9b#tokenAnalytics
73,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x47fa52ec9b31c9721d86fd4eebdfe64701283b10,"460,201.66900009",0.1083%,"$1,399,013.07",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x47fa52ec9b31c9721d86fd4eebdfe64701283b10#tokenAnalytics
74,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x3507e4978e0eb83315d20df86ca0b976c0e40ccb,"414,045.07781188",0.0974%,"$1,258,697.04",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x3507e4978e0eb83315d20df86ca0b976c0e40ccb#tokenAnalytics
75,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x7793cd85c11a924478d358d49b05b37e91b5810f,"408,913.35756412",0.0962%,"$1,243,096.61",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x7793cd85c11a924478d358d49b05b37e91b5810f#tokenAnalytics
76,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x88a445fc2623cd9b1f24390da1e8bc7d4fb49586,"403,101.61269447",0.0948%,"$1,225,428.90",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x88a445fc2623cd9b1f24390da1e8bc7d4fb49586#tokenAnalytics
77,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xdcc4802ded5b11d4bcb40934896de13f7bf84c86,"400,000",0.0941%,"$1,216,000.00",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xdcc4802ded5b11d4bcb40934896de13f7bf84c86#tokenAnalytics
78,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x340c7eef61b943a6b35d98ee7470aa3414c536ee,"387,519.96900088",0.0912%,"$1,178,060.71",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x340c7eef61b943a6b35d98ee7470aa3414c536ee#tokenAnalytics
79,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xe1ea221e0f05bfa407c7fd2e52c1b6f82f9b1a9a,"383,039.04584059",0.0901%,"$1,164,438.70",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xe1ea221e0f05bfa407c7fd2e52c1b6f82f9b1a9a#tokenAnalytics
80,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x4c4408576d2c32e071df02453a0dada3060d9d8a,"378,823.61037379",0.0891%,"$1,151,623.78",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x4c4408576d2c32e071df02453a0dada3060d9d8a#tokenAnalytics
81,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x476ce1918043db66c968f5e931a98a996e8a7692,"348,041.11282468",0.0819%,"$1,058,044.98",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x476ce1918043db66c968f5e931a98a996e8a7692#tokenAnalytics
82,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xbb5e914405a0e516713837a15e024558e69dc48d,"347,717.64143161",0.0818%,"$1,057,061.63",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xbb5e914405a0e516713837a15e024558e69dc48d#tokenAnalytics
83,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xaef16913b6c50ebcf627a394921f306985fc8604,"339,159.26326431",0.0798%,"$1,031,044.16",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xaef16913b6c50ebcf627a394921f306985fc8604#tokenAnalytics
84,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x72f6574a8c2a22dbb300fba453dc2705bc3e9077,"314,297.5",0.0740%,"$955,464.40",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x72f6574a8c2a22dbb300fba453dc2705bc3e9077#tokenAnalytics
85,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x1db7f01cf9fafcdc5b8ef93337aa9091ac731d62,"314,256.36069144",0.0739%,"$955,339.34",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x1db7f01cf9fafcdc5b8ef93337aa9091ac731d62#tokenAnalytics
86,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x02eca8cc78b7d30c1ac5e16988ed2c8a9da658d6,"301,479.144",0.0709%,"$916,496.60",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x02eca8cc78b7d30c1ac5e16988ed2c8a9da658d6#tokenAnalytics
87,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xe88966b94fc60dafb3e792b450ff1d1626027319,"300,009.77819354",0.0706%,"$912,029.73",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xe88966b94fc60dafb3e792b450ff1d1626027319#tokenAnalytics
88,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x9262679feb838a9dc4de702d9751b1432e5d7d93,"300,000",0.0706%,"$912,000.00",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x9262679feb838a9dc4de702d9751b1432e5d7d93#tokenAnalytics
89,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x187e3534f461d7c59a7d6899a983a5305b48f93f,"300,000",0.0706%,"$912,000.00",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x187e3534f461d7c59a7d6899a983a5305b48f93f#tokenAnalytics
90,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x1c7013b6c7250e6a8d6f87f22aa19fa8db89694f,"299,977",0.0706%,"$911,930.08",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x1c7013b6c7250e6a8d6f87f22aa19fa8db89694f#tokenAnalytics
91,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xd6216fc19db775df9774a6e33526131da7d19a2c,"280,000",0.0659%,"$851,200.00",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xd6216fc19db775df9774a6e33526131da7d19a2c#tokenAnalytics
92,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x86b8e02e30703d18b7ceab2aba6fbd4a7e134d94,"268,910.53",0.0633%,"$817,488.01",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x86b8e02e30703d18b7ceab2aba6fbd4a7e134d94#tokenAnalytics
93,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x73f9b272abda7a97cb1b237d85f9a7236edb6f16,"262,753.02",0.0618%,"$798,769.18",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x73f9b272abda7a97cb1b237d85f9a7236edb6f16#tokenAnalytics
94,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xf4c62f436b0c5e99746de83047a1f00ed60c441d,"262,722.65172761",0.0618%,"$798,676.86",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xf4c62f436b0c5e99746de83047a1f00ed60c441d#tokenAnalytics
95,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x4d2cac5db16584e117c53eac0b32b01ee773b960,"260,639",0.0613%,"$792,342.56",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x4d2cac5db16584e117c53eac0b32b01ee773b960#tokenAnalytics
96,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x8bfdaba822c45fdebb2180856dba0915574033da,"260,399.16447617",0.0613%,"$791,613.46",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x8bfdaba822c45fdebb2180856dba0915574033da#tokenAnalytics
97,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x6455327f820edd69c4cd665b995e0fec679d7f9e,"257,048.79473218",0.0605%,"$781,428.34",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x6455327f820edd69c4cd665b995e0fec679d7f9e#tokenAnalytics
98,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xd39b3ccf9ecac0c8013ea30700dea9c6c539ae49,"253,523.68112845",0.0597%,"$770,711.99",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xd39b3ccf9ecac0c8013ea30700dea9c6c539ae49#tokenAnalytics
99,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xa89a1278ac85367f38bdf6746658ce2b9875526e,"252,732.49433705",0.0595%,"$768,306.78",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xa89a1278ac85367f38bdf6746658ce2b9875526e#tokenAnalytics
100,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x91d641899c7f26c4646844fa0aa53403a33786f0,"250,000",0.0588%,"$760,000.00",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x91d641899c7f26c4646844fa0aa53403a33786f0#tokenAnalytics
101,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x871979236d4d7d1293aa811f6ec84dde40f98ca6,"246,319.013",0.0580%,"$748,809.80",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x871979236d4d7d1293aa811f6ec84dde40f98ca6#tokenAnalytics
102,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x3bac7400123bde8bbe813fbb781796d470164a1c,"211,092.34259591",0.0497%,"$641,720.72",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x3bac7400123bde8bbe813fbb781796d470164a1c#tokenAnalytics
103,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x909fcf5ee87a5c9827210edd2a21b35b9c24d967,"199,825",0.0470%,"$607,468.00",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x909fcf5ee87a5c9827210edd2a21b35b9c24d967#tokenAnalytics
104,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x004462cd0e4c752bc5211163c6c6b5e184be8ba3,"196,667.3333",0.0463%,"$597,868.69",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x004462cd0e4c752bc5211163c6c6b5e184be8ba3#tokenAnalytics
105,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x1ce8d873c4ee3987893b5eb8ed3f5d04fa4b4cae,"192,503.29",0.0453%,"$585,210.00",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x1ce8d873c4ee3987893b5eb8ed3f5d04fa4b4cae#tokenAnalytics
106,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x3a9e6cf4e3157670a3b991c25d6f4fcbd9419c03,"190,284.8524602",0.0448%,"$578,465.95",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x3a9e6cf4e3157670a3b991c25d6f4fcbd9419c03#tokenAnalytics
107,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xcc9e50602a5086de3aae5ca48bc849f110cea9a3,"179,000.584",0.0421%,"$544,161.78",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xcc9e50602a5086de3aae5ca48bc849f110cea9a3#tokenAnalytics
108,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xd160c2767651df3b6bd4bc6c8e5f3a2c2031b4bd,"174,753.86076",0.0411%,"$531,251.74",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xd160c2767651df3b6bd4bc6c8e5f3a2c2031b4bd#tokenAnalytics
109,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x44bc8638dad653fa206e8ea90b6b7a0ce19ff121,"173,387.66681495",0.0408%,"$527,098.51",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x44bc8638dad653fa206e8ea90b6b7a0ce19ff121#tokenAnalytics
110,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x75919e7a5877b7d7821904092636892f20505d84,"169,989.47610476",0.0400%,"$516,768.01",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x75919e7a5877b7d7821904092636892f20505d84#tokenAnalytics
111,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x0ad0044712d0f018eebcda8fe2c771cc4df8f704,"169,042.68485301",0.0398%,"$513,889.76",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x0ad0044712d0f018eebcda8fe2c771cc4df8f704#tokenAnalytics
112,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x41dcda60e3a29bffa1ba2523b1f9b5da48e96ca8,"165,876.44087132",0.0390%,"$504,264.38",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x41dcda60e3a29bffa1ba2523b1f9b5da48e96ca8#tokenAnalytics
113,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x4936dffb8d8f4ec6a3200cad6da207188facb7a8,"163,320.05",0.0384%,"$496,492.95",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x4936dffb8d8f4ec6a3200cad6da207188facb7a8#tokenAnalytics
114,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xc9f5296eb3ac266c94568d790b6e91eba7d76a11,"158,827.12457711",0.0374%,"$482,834.46",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xc9f5296eb3ac266c94568d790b6e91eba7d76a11#tokenAnalytics
115,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xba17b504b3114cad992734df7efcc7ebea4d24aa,"150,000",0.0353%,"$456,000.00",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xba17b504b3114cad992734df7efcc7ebea4d24aa#tokenAnalytics
116,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xc5ec321de792b1e6a0d9a4b6ade65d4e28edbb0f,"148,829.1177394",0.0350%,"$452,440.52",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xc5ec321de792b1e6a0d9a4b6ade65d4e28edbb0f#tokenAnalytics
117,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xf9623fe14733b3ef4f102626a219c9e89a5b5aae,"147,971",0.0348%,"$449,831.84",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xf9623fe14733b3ef4f102626a219c9e89a5b5aae#tokenAnalytics
118,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x32a3cd2e04a05690c553d830477ad9d43e6e3d57,"144,000",0.0339%,"$437,760.00",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x32a3cd2e04a05690c553d830477ad9d43e6e3d57#tokenAnalytics
119,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x46340b20830761efd32832a74d7169b29feb9758,"143,815.19590023",0.0338%,"$437,198.20",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x46340b20830761efd32832a74d7169b29feb9758#tokenAnalytics
120,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xa6a8ccdd47f23fb31f6db9d3b665dc215de24592,"140,493.16107892",0.0331%,"$427,099.21",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xa6a8ccdd47f23fb31f6db9d3b665dc215de24592#tokenAnalytics
121,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xb93451415cba3176161465060503eb50be3f81e4,"140,000",0.0329%,"$425,600.00",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xb93451415cba3176161465060503eb50be3f81e4#tokenAnalytics
122,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x3741f1e0eb8a643a2aea206e255c32984d44ec35,"139,758",0.0329%,"$424,864.32",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x3741f1e0eb8a643a2aea206e255c32984d44ec35#tokenAnalytics
123,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xf96e65b64e759d6da5290ce6c8e578d279cb781f,"139,131.73663091",0.0327%,"$422,960.48",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xf96e65b64e759d6da5290ce6c8e578d279cb781f#tokenAnalytics
124,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x48bcd8abefd245db4264e3f6a54087e51859811b,"138,000",0.0325%,"$419,520.00",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x48bcd8abefd245db4264e3f6a54087e51859811b#tokenAnalytics
125,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xf3e36ad56aa85abdacc18c02d19509ae4f7d5899,"136,901.82508515",0.0322%,"$416,181.55",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0xf3e36ad56aa85abdacc18c02d19509ae4f7d5899#tokenAnalytics
126,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x41db4382862256f37f370bbb6394d864582cde31,"135,971.999",0.0320%,"$413,354.88",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x41db4382862256f37f370bbb6394d864582cde31#tokenAnalytics
127,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x6aa163da3d004b86620daf9816c5316ae8966bf2,"133,680.79990875",0.0315%,"$406,389.63",https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac?a=0x6aa163da3d004b86620daf9816c5316ae8966bf2#tokenAnalytics
