Rank,Address,Quantity,Percentage,Value,Analytics
61,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x0698a4f97d5b9e340bd6ff1d946e38b59c695c89,"134,792",0.1348%,"$14,229,991.44",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x0698a4f97d5b9e340bd6ff1d946e38b59c695c89#tokenAnalytics
62,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xfc68f551e67fa4d1b4f0b3ef2a5efc40c10c374a,"134,444",0.1344%,"$14,193,253.08",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xfc68f551e67fa4d1b4f0b3ef2a5efc40c10c374a#tokenAnalytics
63,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xdcfd0c75375b9a848ca19ae32a025af0a730f603,"134,388",0.1344%,"$14,187,341.16",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xdcfd0c75375b9a848ca19ae32a025af0a730f603#tokenAnalytics
64,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x629964339f7ff9de22dc6aa6cf278946d196d019,"134,228",0.1342%,"$14,170,449.96",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x629964339f7ff9de22dc6aa6cf278946d196d019#tokenAnalytics
65,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x04cb8e37168eba40372ff66ffba1a48705fb0e31,"134,082",0.1341%,"$14,155,036.74",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x04cb8e37168eba40372ff66ffba1a48705fb0e31#tokenAnalytics
66,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xeb1c349ab23aecb78918450de3b5454f318717ad,"133,724",0.1337%,"$14,117,242.68",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xeb1c349ab23aecb78918450de3b5454f318717ad#tokenAnalytics
67,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xb5c1b9993d55c487f128a0047a8ab83252713039,"133,420",0.1334%,"$14,085,149.40",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xb5c1b9993d55c487f128a0047a8ab83252713039#tokenAnalytics
68,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x1bcb2b8a65460498dcaed8bb97ec2bbcac196ba8,"133,274",0.1333%,"$14,069,736.18",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x1bcb2b8a65460498dcaed8bb97ec2bbcac196ba8#tokenAnalytics
69,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xdf033f045d3914bdf61f8cb2871aabdd9268563f,"132,354",0.1324%,"$13,972,611.78",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xdf033f045d3914bdf61f8cb2871aabdd9268563f#tokenAnalytics
70,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xebca973765ea4e20301bf1b5d0b8d3e414184f57,"132,244",0.1322%,"$13,960,999.08",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xebca973765ea4e20301bf1b5d0b8d3e414184f57#tokenAnalytics
71,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x66f61b9a4f592d2b56054fbc0c1184be84fe994d,"131,540",0.1315%,"$13,886,677.80",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x66f61b9a4f592d2b56054fbc0c1184be84fe994d#tokenAnalytics
72,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xb4f0d4ba515a11632d931aa9f2b88fb46991ffd6,"131,240",0.1312%,"$13,855,006.80",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xb4f0d4ba515a11632d931aa9f2b88fb46991ffd6#tokenAnalytics
73,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x969d9d64ac96059df8aee00ca519a8953f17d394,"130,756",0.1308%,"$13,803,910.92",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x969d9d64ac96059df8aee00ca519a8953f17d394#tokenAnalytics
74,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x5339c42f6c91a0e6f41b2c785ccaecbd2b00774e,"130,518",0.1305%,"$13,778,785.26",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x5339c42f6c91a0e6f41b2c785ccaecbd2b00774e#tokenAnalytics
75,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xd21d2372d58105e7bdbb014257ae33a7c6425600,"130,388",0.1304%,"$13,765,061.16",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xd21d2372d58105e7bdbb014257ae33a7c6425600#tokenAnalytics
76,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x2ebfc77d809f7974b8a232e00aba0cc572debb3a,"130,254",0.1303%,"$13,750,914.78",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x2ebfc77d809f7974b8a232e00aba0cc572debb3a#tokenAnalytics
77,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xaa8077c8654b48e22b66e8f6803a887e5c3a53e3,"129,536",0.1295%,"$13,675,115.52",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xaa8077c8654b48e22b66e8f6803a887e5c3a53e3#tokenAnalytics
78,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x67690181367b50f4f6ddb47267ae3028e41e84ec,"129,186",0.1292%,"$13,638,166.02",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x67690181367b50f4f6ddb47267ae3028e41e84ec#tokenAnalytics
79,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x7d38e24b2fffe9c69b214a33514fc597233ecd8e,"128,996",0.1290%,"$13,618,107.72",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x7d38e24b2fffe9c69b214a33514fc597233ecd8e#tokenAnalytics
80,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xa7a0b68b5c784b48d3aa2e22d134ac4727e11466,"128,828",0.1288%,"$13,600,371.96",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xa7a0b68b5c784b48d3aa2e22d134ac4727e11466#tokenAnalytics
81,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xf3760fecdf45139afaf744c8d9d43084a6746d79,"128,518",0.1285%,"$13,567,645.26",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xf3760fecdf45139afaf744c8d9d43084a6746d79#tokenAnalytics
82,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x457d8e2c3e962e41f8d8cc1e8d4a470856c55678,"127,610",0.1276%,"$13,471,787.70",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x457d8e2c3e962e41f8d8cc1e8d4a470856c55678#tokenAnalytics
83,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x933e210c07671fc0d3342fc9fe8bb58b1bdc318b,"127,400",0.1274%,"$13,449,618.00",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x933e210c07671fc0d3342fc9fe8bb58b1bdc318b#tokenAnalytics
84,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x7c01c71752bd88848b45283ad02cd7bbab89a6aa,"127,268",0.1273%,"$13,435,682.76",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x7c01c71752bd88848b45283ad02cd7bbab89a6aa#tokenAnalytics
85,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xacf31492d47221b7e0e01659ad6b9157e2e42a84,"127,216",0.1272%,"$13,430,193.12",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xacf31492d47221b7e0e01659ad6b9157e2e42a84#tokenAnalytics
86,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x56c0404a564e0bd0a61a15b1f23c5f3718bd0bf9,"126,486",0.1265%,"$13,353,127.02",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x56c0404a564e0bd0a61a15b1f23c5f3718bd0bf9#tokenAnalytics
87,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x251bcc425a04e26f5f8d832fd159b5fc179f0438,"125,990",0.1260%,"$13,300,764.30",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x251bcc425a04e26f5f8d832fd159b5fc179f0438#tokenAnalytics
88,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xef272be7fa8f692f1d70dea5a9ec88204f883ae5,"125,826",0.1258%,"$13,283,450.82",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xef272be7fa8f692f1d70dea5a9ec88204f883ae5#tokenAnalytics
89,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x1a947b2e6987bc535d35e952cd275716b41f51c1,"125,782",0.1258%,"$13,278,805.74",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x1a947b2e6987bc535d35e952cd275716b41f51c1#tokenAnalytics
90,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x3e1058868aff6005012f34cfa2b1fb7ae6ca81ea,"125,530",0.1255%,"$13,252,202.10",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x3e1058868aff6005012f34cfa2b1fb7ae6ca81ea#tokenAnalytics
91,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x1c50692b29f6f8342637b027add5c2b690af5074,"125,500",0.1255%,"$13,249,035.00",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x1c50692b29f6f8342637b027add5c2b690af5074#tokenAnalytics
92,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xccce11cab3c6a89e3425660114190e8e0b9523f9,"125,368",0.1254%,"$13,235,099.76",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xccce11cab3c6a89e3425660114190e8e0b9523f9#tokenAnalytics
93,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x20b6a6e431648fcb24ece8200e47e3da5620b985,"125,340",0.1253%,"$13,232,143.80",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x20b6a6e431648fcb24ece8200e47e3da5620b985#tokenAnalytics
94,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x79c42611a74621e2d5311f5764b8daa7fc0e9c43,"124,354",0.1244%,"$13,128,051.78",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x79c42611a74621e2d5311f5764b8daa7fc0e9c43#tokenAnalytics
95,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x27e649ea926e22593d50a7c89349ae456a8466b4,"124,296",0.1243%,"$13,121,928.72",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x27e649ea926e22593d50a7c89349ae456a8466b4#tokenAnalytics
96,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xd06ec4450f7b8ad731c2f4f696c686034f40fe7b,"124,262",0.1243%,"$13,118,339.34",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xd06ec4450f7b8ad731c2f4f696c686034f40fe7b#tokenAnalytics
97,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xce57b3722d49f58bb467282788dff1f3addf7fa1,"124,046",0.1240%,"$13,095,536.22",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xce57b3722d49f58bb467282788dff1f3addf7fa1#tokenAnalytics
98,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xf3edc7962de155ae32876aa25663a6488629bba0,"124,016",0.1240%,"$13,092,369.12",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xf3edc7962de155ae32876aa25663a6488629bba0#tokenAnalytics
99,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x4c290c24cdeccfdb43fa80ab107150615ce78506,"123,686",0.1237%,"$13,057,531.02",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x4c290c24cdeccfdb43fa80ab107150615ce78506#tokenAnalytics
100,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xddfde61c5dfd579843f489ba7c7fae7f4e8b08eb,"123,434",0.1234%,"$13,030,927.38",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xddfde61c5dfd579843f489ba7c7fae7f4e8b08eb#tokenAnalytics
101,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xa9833df34406569391bd649e540f71274efd5b82,"122,822",0.1228%,"$12,966,318.54",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xa9833df34406569391bd649e540f71274efd5b82#tokenAnalytics
102,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x41a6bcec66eeeec7b1c6231432e79809d5ead9bb,"122,074",0.1221%,"$12,887,352.18",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x41a6bcec66eeeec7b1c6231432e79809d5ead9bb#tokenAnalytics
103,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x86cf226cb5e2ddada853f0962b0121a1c1dc365f,"121,940",0.1219%,"$12,873,205.80",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x86cf226cb5e2ddada853f0962b0121a1c1dc365f#tokenAnalytics
104,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xe5c28eebaa0c140f66bb6c7788335a3fd99a9737,"121,928",0.1219%,"$12,871,938.96",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xe5c28eebaa0c140f66bb6c7788335a3fd99a9737#tokenAnalytics
105,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x10c31e16f768427c7da9e1a3107997622512584e,"121,408",0.1214%,"$12,817,042.56",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x10c31e16f768427c7da9e1a3107997622512584e#tokenAnalytics
106,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x7d1452f3d324ea40839ef9b231072ba1b4bb9fc4,"121,098",0.1211%,"$12,784,315.86",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x7d1452f3d324ea40839ef9b231072ba1b4bb9fc4#tokenAnalytics
107,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x6587b61cba32e5c539d78d976728ea02092bca3f,"120,410",0.1204%,"$12,711,683.70",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x6587b61cba32e5c539d78d976728ea02092bca3f#tokenAnalytics
108,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x7bcdddd9b14383209cd2eba5340918b4aea5dde2,"120,218",0.1202%,"$12,691,414.26",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x7bcdddd9b14383209cd2eba5340918b4aea5dde2#tokenAnalytics
109,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xa9ffc0cc5bc1e2134647dbe8e30f028894586003,"120,106",0.1201%,"$12,679,590.42",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xa9ffc0cc5bc1e2134647dbe8e30f028894586003#tokenAnalytics
110,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x17fa79c5bfbd1185331631c95fbf459ee7b75bf1,"119,166",0.1192%,"$12,580,354.62",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x17fa79c5bfbd1185331631c95fbf459ee7b75bf1#tokenAnalytics
111,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x8f40a7526b2813dc92f0d98df274eab39a2dc6ca,"118,414",0.1184%,"$12,500,965.98",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x8f40a7526b2813dc92f0d98df274eab39a2dc6ca#tokenAnalytics
112,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x15a244d1f5b52a7002253a8c0a545b1b99738961,"117,712",0.1177%,"$12,426,855.84",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x15a244d1f5b52a7002253a8c0a545b1b99738961#tokenAnalytics
113,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x97d2fb4fa0ba830d9244e08f49218c76ba214492,"117,432",0.1174%,"$12,397,296.24",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x97d2fb4fa0ba830d9244e08f49218c76ba214492#tokenAnalytics
114,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x53eb83e04fc309a239e09bd888dbce91be174233,"117,342",0.1173%,"$12,387,794.94",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x53eb83e04fc309a239e09bd888dbce91be174233#tokenAnalytics
115,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x3b8b6313c52a0c58df499d8fc2886dcc2fa4bc20,"117,050",0.1171%,"$12,356,968.50",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x3b8b6313c52a0c58df499d8fc2886dcc2fa4bc20#tokenAnalytics
116,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x779b28831f0656a4e196c575ad8f3402acf87615,"116,924",0.1169%,"$12,343,666.68",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x779b28831f0656a4e196c575ad8f3402acf87615#tokenAnalytics
117,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x228c0bb25b7827cd692d0ca82b37cd243cefef08,"116,360",0.1164%,"$12,284,125.20",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x228c0bb25b7827cd692d0ca82b37cd243cefef08#tokenAnalytics
118,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x5ab24564dc2f278212209610b0e3716e122dc84c,"116,086",0.1161%,"$12,255,199.02",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x5ab24564dc2f278212209610b0e3716e122dc84c#tokenAnalytics
119,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xc8bed48ab5fdada5c65a05863917fe6fc16aa939,"115,422",0.1154%,"$12,185,100.54",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xc8bed48ab5fdada5c65a05863917fe6fc16aa939#tokenAnalytics
120,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x2b7a64d467894f56f2c8d845dbe6e65139dd66ae,"115,224",0.1152%,"$12,164,197.68",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x2b7a64d467894f56f2c8d845dbe6e65139dd66ae#tokenAnalytics
121,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xcc8615e0c8ee2f57c1bb272a053bb393e0614d37,"115,206",0.1152%,"$12,162,297.42",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xcc8615e0c8ee2f57c1bb272a053bb393e0614d37#tokenAnalytics
122,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x602290ae6ffdf956f1045d9e3ca5164a17d4d24d,"114,636",0.1146%,"$12,102,122.52",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x602290ae6ffdf956f1045d9e3ca5164a17d4d24d#tokenAnalytics
123,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x7398192a8c056ccbd51c60a35e0bbfb87bea780b,"114,596",0.1146%,"$12,097,899.72",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x7398192a8c056ccbd51c60a35e0bbfb87bea780b#tokenAnalytics
124,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x12b18d8501b8fe458bf979a372e46f83263e797a,"114,038",0.1140%,"$12,038,991.66",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x12b18d8501b8fe458bf979a372e46f83263e797a#tokenAnalytics
125,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xe7cb43a69666445d6df699ccf6c13dc2d3265616,"113,822",0.1138%,"$12,016,188.54",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0xe7cb43a69666445d6df699ccf6c13dc2d3265616#tokenAnalytics
126,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x51b4ea65ca9dcf9aec362c4fe6b6a1003c8a6b09,"113,368",0.1134%,"$11,968,259.76",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x51b4ea65ca9dcf9aec362c4fe6b6a1003c8a6b09#tokenAnalytics
127,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x7b42f392f1b8be15b05faacc957bbbe5bd1fe987,"112,734",0.1127%,"$11,901,328.38",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x7b42f392f1b8be15b05faacc957bbbe5bd1fe987#tokenAnalytics
128,https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x82795ea6aa5efdedbe94dc60fbb0f47007bbc15d,"112,700",0.1127%,"$11,897,739.00",https://etherscan.io/token/0x41C37A4683d6a05adB31c39D71348A8403B13Ca9?a=0x82795ea6aa5efdedbe94dc60fbb0f47007bbc15d#tokenAnalytics
